1140284032,813757376
1278540160,941488640
1368903168,1719879552
1699387904,1666515328
105981088,1512031488
155005504,607178368
1876785536,1666515328
48694828,302393088
824431104,1786295680
1005824064,302393088
248392336,1270116352
408905920,1699387904
1919255168,1942413184
2096183168,1828063488
1345771264,1872264960
1649954688,1719879552
1512031488,941488640
813757376,1512031488
1270116352,1872264960
2109060608,47077300
1492146688,1872264960
155005504,1876785536
2066145280,267452080
1649954688,1398385408
378782784,2066145280
581298688,248392336
248392336,2066145280
1786295680,1876785536
1786295680,1345771264
941488640,1872264960
1942413184,1005824064
1005824064,1786295680
442532736,1005824064
1937548672,248392336
941488640,1492146688
48694828,2096183168
772561920,1919255168
1368903168,813757376
1492146688,1786295680
941488640,772561920
734468160,19759156
840109120,1699387904
408905920,941488640
1140284032,378782784
734468160,1699387904
47077300,1872264960
2096183168,1512031488
1876785536,941488640
1872264960,19759156
1368903168,47077300
1398385408,442532736
19759156,1371708928
772561920,248392336
442532736,809815104
1345771264,734468160
1345771264,2066145280
2109060608,1649954688
1512031488,155005504
267452080,442532736
2066145280,1937548672
1872264960,47077300
607178368,1666515328
1371708928,809815104
1345771264,1666515328
1371708928,813757376
1508874880,1492146688
2096183168,378782784
1828063488,1828063488
363331840,1649954688
155005504,1278540160
1371708928,1719879552
607178368,378782784
2096183168,1828063488
734468160,1919255168
2096183168,2066145280
809815104,1338263296
363331840,2066145280
1492146688,302393088
813757376,442532736
1649954688,363331840
1371708928,1302889600
1347844096,248392336
1963216384,378782784
1345771264,607178368
1508874880,941488640
840109120,302393088
1876785536,48694828
1492146688,408905920
378782784,581298688
19759156,1872264960
1699387904,581298688
1512031488,378782784
1508874880,824431104
1492146688,1937548672
772561920,1278540160
1398385408,1649954688
1278540160,19759156
2109060608,1963216384
1963216384,105981088
1492146688,607178368
2066145280,378782784
1719879552,840109120
581298688,2096183168
1919255168,1649954688
2096183168,1919255168
1512031488,1699387904
840109120,442532736
1963216384,105981088
1368903168,1786295680
581298688,1699387904
1005824064,2096183168
840109120,1719879552
607178368,1302889600
1699387904,302393088
1347844096,1786295680
155005504,47077300
813757376,378782784
1719879552,1005824064
302393088,1786295680
267452080,1876785536
378782784,1699387904
734468160,1140284032
1345771264,1719879552
1649954688,1492146688
105981088,2096183168
1345771264,1270116352
1699387904,408905920
267452080,1302889600
1270116352,363331840
772561920,378782784
607178368,824431104
607178368,1347844096
1919255168,267452080
47077300,302393088
1828063488,1368903168
19759156,1345771264
47077300,1270116352
1371708928,840109120
1347844096,809815104
1371708928,19759156
772561920,155005504
1368903168,1302889600
1512031488,1005824064
772561920,1398385408
809815104,1872264960
1398385408,1140284032
809815104,1278540160
607178368,1872264960
941488640,1140284032
840109120,267452080
267452080,813757376
1345771264,1937548672
155005504,408905920
581298688,19759156
2066145280,2066145280
1963216384,105981088
1963216384,2096183168
1368903168,363331840
1719879552,2109060608
581298688,248392336
1937548672,941488640
2096183168,2109060608
1649954688,2066145280
772561920,1719879552
1345771264,19759156
1786295680,1368903168
941488640,824431104
48694828,813757376
363331840,1649954688
1368903168,1302889600
1876785536,772561920
1005824064,1398385408
1005824064,1666515328
408905920,19759156
105981088,2096183168
607178368,1876785536
840109120,1699387904
47077300,1270116352
1512031488,772561920
19759156,1398385408
1492146688,1872264960
2096183168,47077300
1719879552,378782784
734468160,363331840
1876785536,267452080
1666515328,47077300
248392336,1278540160
1937548672,1492146688
1278540160,1140284032
1872264960,1963216384
1140284032,155005504
734468160,2096183168
1942413184,772561920
155005504,1719879552
1398385408,1719879552
840109120,1872264960
824431104,1828063488
1919255168,408905920
248392336,248392336
363331840,1963216384
363331840,48694828
